Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State,length_x,length_y,length_euclidean,angle_degrees,direction
Pass,00:45:52:460,Successful,Throw-in,-,-,Low,Wessel,4,Helmond Sport O17,60,4,-,Jorg,3,46,23,-,-,-,-,-,-,-14,19,24,126.4,lateral
Pass,00:45:57:250,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,49,32,-,Loek,17,62,39,-,-,-,-,-,-,13,7,15,28.3,forward
Pass,00:45:58:930,Successful,Basic,-,-,High,Loek,17,Helmond Sport O17,58,39,-,Keano,12,54,75,-,-,-,-,-,-,-4,36,36,96.3,lateral
Pass,00:46:05:000,Successful,Basic,-,-,Medium,Keano,12,Helmond Sport O17,56,74,-,Jorg,3,46,67,-,-,-,-,-,-,-10,-7,12,-145.0,backward
Pass,00:46:07:700,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,47,65,-,Wessel,4,41,28,-,-,-,-,-,-,-6,-37,37,-99.2,lateral
Pass,00:46:10:090,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,42,27,-,Kaan,5,45,4,-,-,-,-,-,-,3,-23,23,-82.6,lateral
Pass,00:46:16:800,Unsuccessful,Basic,-,-,High,Kaan,5,Helmond Sport O17,53,6,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:46:19:340,Successful,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,67,9,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:46:19:530,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,68,11,-,Kenji Viveen,16,91,27,-,-,-,-,-,-,23,16,28,34.8,forward
Pass,00:46:23:410,Successful,Basic,-,-,Medium,Kenji Viveen,16,Den Bosch O17,90,28,-,Huib Alberts,15,87,55,-,-,-,-,-,-,-3,27,27,96.3,lateral
Pass,00:46:29:910,Successful,Basic,-,-,Medium,Huib Alberts,15,Den Bosch O17,64,65,-,Rayaan Lakbibchi,8,54,65,-,-,-,-,-,-,-10,0,10,180.0,backward
Pass,00:46:32:760,Successful,Basic,-,-,Medium,Rayaan Lakbibchi,8,Den Bosch O17,55,76,-,Senn Talakua,2,38,94,-,-,-,-,-,-,-17,18,25,133.4,lateral
Pass,00:46:35:440,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,39,90,-,Rayaan Lakbibchi,8,46,95,-,-,-,-,-,-,7,5,9,35.5,forward
Pass,00:46:36:860,Unsuccessful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,48,95,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:46:37:000,Unsuccessful,-,-,-,-,Rayen S.,6,Helmond Sport O17,46,93,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:46:48:730,Unsuccessful,Throw-in,-,-,Low,Senn Talakua,2,Den Bosch O17,46,96,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:46:50:070,Successful,-,-,-,-,Loek,17,Helmond Sport O17,35,81,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:46:50:160,Successful,Basic,-,-,High,Loek,17,Helmond Sport O17,36,81,-,Berk,18,38,69,-,-,-,-,-,-,2,-12,12,-80.5,lateral
Pass,00:46:52:080,Successful,Basic,-,-,High,Berk,18,Helmond Sport O17,37,69,-,Kaan,5,31,43,-,-,-,-,-,-,-6,-26,27,-103.0,lateral
Defensive Action,00:46:54:400,Successful,-,-,-,-,Keyane Ait Bahmad,14,Den Bosch O17,32,49,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:46:55:370,Successful,Through Ball,Assist,-,High,Sufyan van Daalen,10,Den Bosch O17,29,54,-,Oscar Li,17,23,43,-,-,-,-,-,-,-6,-11,13,-118.6,lateral
Shots,00:46:58:260,On Target,In Game,-,Goal,High,Oscar Li,17,Den Bosch O17,17,45,Right Foot,-,-,-,-,-,-,-,Bottom-left,-,-,,,,,
Goal,00:46:58:300,Goal,Field Goal,-,-,-,Oscar Li,17,Den Bosch O17,17,46,-,Nasim,23,12,45,-,-,-,Bottom-left,-,-,,,,,
Pass,00:47:41:040,Successful,Basic,-,-,Low,Elvi,9,Helmond Sport O17,50,50,-,Jorg,3,27,46,-,-,-,-,-,-,-23,-4,23,-170.1,backward
Pass,00:47:44:890,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,30,55,-,Keano,12,30,88,-,-,-,-,-,-,0,33,33,90.0,lateral
Pass,00:47:48:890,Successful,Basic,-,-,High,Keano,12,Helmond Sport O17,29,77,-,Nasim,23,8,57,-,-,-,-,-,-,-21,-20,29,-136.4,backward
Pass,00:47:52:470,Unsuccessful,Basic,-,-,Medium,Nasim,23,Helmond Sport O17,9,56,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:47:55:660,Successful,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,37,10,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:47:55:690,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,36,10,-,Oscar Li,17,29,12,-,-,-,-,-,-,-7,2,7,164.1,backward
Attacking Third Entry,00:47:57:570,-,-,-,-,-,Oscar Li,17,Den Bosch O17,28,12,-,-,-,-,-,-,Right,-,-,-,-,,,,,
Pass,00:47:58:080,Unsuccessful,Cross,-,-,High,Oscar Li,17,Den Bosch O17,25,15,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:47:59:610,Successful,-,-,-,-,Jorg,3,Helmond Sport O17,13,49,-,-,-,-,-,Clearance,-,-,-,-,-,,,,,
Defensive Action,00:48:02:090,Successful,-,-,-,-,Loek,17,Helmond Sport O17,20,57,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:48:04:720,Successful,Basic,-,-,High,Loek,17,Helmond Sport O17,17,64,-,Nasim,23,4,57,-,-,-,-,-,-,-13,-7,15,-151.7,backward
Pass,00:48:06:460,Unsuccessful,Basic,-,-,Medium,Nasim,23,Helmond Sport O17,5,57,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,00:48:09:800,Lost,Air,-,-,-,Elvi,9,Helmond Sport O17,44,46,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:48:09:800,Won,Air,-,-,-,Jasper Riemersma,3,Den Bosch O17,44,46,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,00:48:09:860,Successful,-,-,-,-,Jasper Riemersma,3,Den Bosch O17,44,44,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:48:10:010,Successful,Basic,-,-,High,Jasper Riemersma,3,Den Bosch O17,44,45,-,Hassan Mustafa,20,48,29,-,-,-,-,-,-,4,-16,16,-76.0,lateral
Pass,00:48:13:520,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,54,29,-,Kenji Viveen,16,69,34,-,-,-,-,-,-,15,5,16,18.4,forward
Pass,00:48:16:990,Unsuccessful,Basic,-,-,High,Kenji Viveen,16,Den Bosch O17,68,46,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,00:48:27:150,Successful,Basic,-,-,Low,Keano,12,Helmond Sport O17,13,90,-,Nasim,23,8,60,-,-,-,-,-,-,-5,-30,30,-99.5,lateral
Pass,00:48:33:240,Successful,Basic,-,-,Medium,Nasim,23,Helmond Sport O17,11,57,-,Wessel,4,18,33,-,-,-,-,-,-,7,-24,25,-73.7,lateral
Pass,00:48:36:150,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,22,25,-,Kaan,5,31,5,-,-,-,-,-,-,9,-20,22,-65.8,lateral
Pass,00:48:39:120,Successful,Basic,-,-,High,Kaan,5,Helmond Sport O17,27,5,-,Nasim,23,4,32,-,-,-,-,-,-,-23,27,35,130.4,lateral
Pass,00:48:45:520,Successful,Basic,-,-,High,Nasim,23,Helmond Sport O17,9,37,-,Kaan,5,13,10,-,-,-,-,-,-,4,-27,27,-81.6,lateral
Pass,00:48:46:960,Successful,Basic,-,-,High,Kaan,5,Helmond Sport O17,14,12,-,Wessel,4,31,5,-,-,-,-,-,-,17,-7,18,-22.4,forward
Pass,00:48:49:860,Unsuccessful,Basic,-,-,Medium,Wessel,4,Helmond Sport O17,32,8,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:48:50:250,Successful,-,-,-,-,Luc Lombo,18,Den Bosch O17,34,20,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:48:51:410,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,37,20,-,Hassan Mustafa,20,42,11,-,-,-,-,-,-,5,-9,10,-61.0,lateral
Defensive Action,00:48:53:650,Unsuccessful,-,-,-,-,Kaan,5,Helmond Sport O17,43,13,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:49:07:680,Successful,Throw-in,-,-,Low,Hassan Mustafa,20,Den Bosch O17,52,2,-,Luc Lombo,18,51,14,-,-,-,-,-,-,-1,12,12,94.8,lateral
Pass,00:49:09:870,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,53,16,-,Huib Alberts,15,61,25,-,-,-,-,-,-,8,9,12,48.4,lateral
Pass,00:49:12:080,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,67,26,-,Kenji Viveen,16,80,35,-,-,-,-,-,-,13,9,16,34.7,forward
Pass,00:49:14:650,Successful,Basic,-,-,Medium,Kenji Viveen,16,Den Bosch O17,79,40,-,Senn Talakua,2,74,71,-,-,-,-,-,-,-5,31,31,99.2,lateral
Pass,00:49:19:670,Successful,Basic,-,-,Medium,Senn Talakua,2,Den Bosch O17,59,58,-,Sufyan van Daalen,10,48,50,-,-,-,-,-,-,-11,-8,14,-144.0,backward
Defensive Action,00:49:22:380,Unsuccessful,-,-,-,-,Jorg,3,Helmond Sport O17,48,46,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:49:24:700,Successful,Through Ball,-,-,High,Sufyan van Daalen,10,Den Bosch O17,49,58,-,Rayaan Lakbibchi,8,21,79,-,-,-,-,-,-,-28,21,35,143.1,backward
Attacking Third Entry,00:49:27:950,-,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,21,79,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Pass,00:49:27:990,Unsuccessful,Cross,-,-,Medium,Rayaan Lakbibchi,8,Den Bosch O17,20,81,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:49:29:330,Successful,-,-,-,-,Wessel,4,Helmond Sport O17,11,55,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:49:29:400,Successful,Basic,-,-,Medium,Wessel,4,Helmond Sport O17,12,57,-,Keano,12,13,66,-,-,-,-,-,-,1,9,9,83.7,lateral
Duel,00:49:31:230,Won,Ground,-,-,-,Keano,12,Helmond Sport O17,13,67,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:49:31:230,Lost,Ground,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,13,67,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:49:31:260,Unsuccessful,Basic,-,-,High,Keano,12,Helmond Sport O17,14,68,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:49:32:500,Successful,-,-,-,-,Luc Lombo,18,Den Bosch O17,27,53,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:49:33:530,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,27,58,-,Senn Talakua,2,41,86,-,-,-,-,-,-,14,28,31,63.4,lateral
Pass,00:49:37:060,Successful,Basic,-,-,Medium,Senn Talakua,2,Den Bosch O17,46,86,-,Kenji Viveen,16,62,42,-,-,-,-,-,-,16,-44,47,-70.0,lateral
Pass,00:49:40:930,Successful,Basic,-,-,Low,Kenji Viveen,16,Den Bosch O17,63,38,-,Jasper Riemersma,3,60,25,-,-,-,-,-,-,-3,-13,13,-103.0,lateral
Pass,00:49:46:050,Unsuccessful,Through Ball,-,-,Medium,Jasper Riemersma,3,Den Bosch O17,41,25,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:49:46:450,Unsuccessful,-,-,-,-,Wessel,4,Helmond Sport O17,36,24,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Defensive Action,00:49:49:610,Successful,-,-,-,-,Rayen S.,6,Helmond Sport O17,29,37,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:49:51:290,Successful,Basic,-,-,Medium,Loek,17,Helmond Sport O17,25,49,-,Nasim,23,6,53,-,-,-,-,-,-,-19,4,19,168.1,backward
Pass,00:49:58:240,Successful,Basic,-,-,Low,Nasim,23,Helmond Sport O17,10,55,-,Jorg,3,20,88,-,-,-,-,-,-,10,33,34,73.1,lateral
Pass,00:50:01:120,Unsuccessful,Basic,-,-,High,Jorg,3,Helmond Sport O17,23,88,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Foul,00:50:05:510,-,-,-,-,-,Senn Talakua,2,Den Bosch O17,72,93,-,Rayen B.,22,-,-,-,-,-,-,-,-,,,,,
Freekick,00:50:05:510,Successful,Pass,-,-,-,Keano,12,Helmond Sport O17,72,93,-,Wessel,4,49,54,-,-,-,-,-,-,,,,,
Pass,00:50:26:200,Successful,Basic,-,-,Medium,Wessel,4,Helmond Sport O17,55,40,-,Kaan,5,56,5,-,-,-,-,-,-,1,-35,35,-88.4,lateral
Pass,00:50:29:310,Unsuccessful,Basic,-,-,Medium,Kaan,5,Helmond Sport O17,56,6,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:50:30:270,Successful,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,66,8,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Lost Possession,00:50:34:110,-,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,65,4,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:50:48:890,Successful,Throw-in,-,-,Low,Kaan,5,Helmond Sport O17,65,4,-,Elvi,9,74,9,-,-,-,-,-,-,9,5,10,29.1,forward
Duel,00:50:50:110,Won,Ground,-,-,-,Elvi,9,Helmond Sport O17,73,10,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:50:50:110,Lost,Ground,-,-,-,Jasper Riemersma,3,Den Bosch O17,73,10,-,-,-,-,-,-,-,-,-,-,-,,,,,
Lost Possession,00:50:50:330,-,-,-,-,-,Elvi,9,Helmond Sport O17,73,8,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:50:56:870,Successful,Throw-in,-,-,Low,Hassan Mustafa,20,Den Bosch O17,71,4,-,Oscar Li,17,54,8,-,-,-,-,-,-,-17,4,17,166.8,backward
Duel,00:50:58:680,Won,Ground,-,-,-,Oscar Li,17,Den Bosch O17,54,9,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:50:58:680,Lost,Ground,-,-,-,Wessel,4,Helmond Sport O17,54,9,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:50:58:710,Unsuccessful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,54,11,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:51:00:740,Successful,-,-,-,-,Loek,17,Helmond Sport O17,54,18,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:51:00:740,Unsuccessful,Basic,-,-,Medium,Loek,17,Helmond Sport O17,55,19,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,00:51:02:260,Won,Ground,-,-,-,Senn Talakua,2,Den Bosch O17,68,48,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:51:02:260,Lost,Ground,-,-,-,Rayen B.,22,Helmond Sport O17,68,48,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,00:51:02:280,Successful,-,-,-,-,Senn Talakua,2,Den Bosch O17,68,49,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:51:02:430,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,67,48,-,Keyane Ait Bahmad,14,55,45,-,-,-,-,-,-,-12,-3,12,-166.0,backward
Pass,00:51:04:250,Unsuccessful,Basic,-,-,High,Keyane Ait Bahmad,14,Den Bosch O17,54,47,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:51:06:170,Successful,-,-,-,-,Keano,12,Helmond Sport O17,48,57,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Foul,00:51:09:120,-,-,-,-,-,Senn Talakua,2,Den Bosch O17,53,72,-,Keano,12,-,-,-,-,-,-,-,-,,,,,
Freekick,00:51:21:380,Successful,Pass,-,-,-,Rayen B.,22,Helmond Sport O17,63,81,-,Loek,17,63,71,-,-,-,-,-,-,,,,,
Defensive Action,00:51:24:700,Successful,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,59,79,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Defensive Action,00:51:28:020,Unsuccessful,-,-,-,-,Loek,17,Helmond Sport O17,54,94,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Defensive Action,00:51:33:840,Successful,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,56,94,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Off-side,00:51:38:460,-,-,-,-,-,Oscar Li,17,Den Bosch O17,39,51,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:52:06:400,Successful,Basic,-,-,Low,Wessel,4,Helmond Sport O17,39,37,-,Rayen B.,22,74,74,-,-,-,-,-,-,35,37,51,46.6,lateral
Attacking Third Entry,00:52:09:060,-,-,-,-,-,Rayen B.,22,Helmond Sport O17,75,75,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Lost Possession,00:52:09:090,-,-,-,-,-,Rayen B.,22,Helmond Sport O17,75,75,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:52:12:620,Successful,Basic,-,-,High,Keyane Ait Bahmad,14,Den Bosch O17,65,73,-,Senn Talakua,2,74,81,-,-,-,-,-,-,9,8,12,41.6,forward
Pass,00:52:15:670,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,72,74,-,Luc Lombo,18,68,57,-,-,-,-,-,-,-4,-17,17,-103.2,lateral
Pass,00:52:17:390,Successful,Basic,-,-,Medium,Luc Lombo,18,Den Bosch O17,68,57,-,Jasper Riemersma,3,78,46,-,-,-,-,-,-,10,-11,15,-47.7,lateral
Pass,00:52:19:910,Successful,Basic,-,-,High,Jasper Riemersma,3,Den Bosch O17,75,40,-,Hassan Mustafa,20,68,6,-,-,-,-,-,-,-7,-34,35,-101.6,lateral
Pass,00:52:23:340,Unsuccessful,Basic,-,-,Medium,Hassan Mustafa,20,Den Bosch O17,66,6,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:52:25:100,Successful,-,-,-,-,Wessel,4,Helmond Sport O17,45,22,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:52:26:830,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,48,14,-,Elvi,9,61,18,-,-,-,-,-,-,13,4,14,17.1,forward
Pass,00:52:28:160,Successful,Basic,-,-,High,Elvi,9,Helmond Sport O17,62,18,-,Max,20,67,7,-,-,-,-,-,-,5,-11,12,-65.6,lateral
Lost Possession,00:52:29:270,-,-,-,-,-,Max,20,Helmond Sport O17,70,10,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:52:31:000,Unsuccessful,Basic,-,-,Medium,Huib Alberts,15,Den Bosch O17,76,25,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:52:33:120,Successful,-,-,-,-,Wessel,4,Helmond Sport O17,52,11,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:52:33:250,Unsuccessful,Basic,-,-,High,Wessel,4,Helmond Sport O17,53,11,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:52:35:350,Successful,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,68,6,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:52:36:720,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,71,8,-,Kenji Viveen,16,91,27,-,-,-,-,-,-,20,19,28,43.5,forward
Pass,00:52:46:150,Successful,Basic,-,-,Medium,Kenji Viveen,16,Den Bosch O17,87,45,-,Huib Alberts,15,88,73,-,-,-,-,-,-,1,28,28,88.0,lateral
Pass,00:52:48:700,Successful,Basic,-,-,Medium,Huib Alberts,15,Den Bosch O17,87,76,-,Senn Talakua,2,77,94,-,-,-,-,-,-,-10,18,21,119.1,lateral
Pass,00:52:52:680,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,87,90,-,Kenji Viveen,16,97,68,-,-,-,-,-,-,10,-22,24,-65.6,lateral
Pass,00:52:54:140,Unsuccessful,Basic,-,-,Medium,Kenji Viveen,16,Den Bosch O17,97,69,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,00:52:58:940,Won,Ground,-,-,-,Jorg,3,Helmond Sport O17,47,67,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:52:58:940,Lost,Ground,-,-,-,Sufyan van Daalen,10,Den Bosch O17,47,67,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,00:52:58:960,Successful,-,-,-,-,Jorg,3,Helmond Sport O17,47,68,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:52:59:020,Unsuccessful,Basic,-,-,High,Jorg,3,Helmond Sport O17,47,68,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,00:53:06:620,Successful,Basic,-,-,High,Keyane Ait Bahmad,14,Den Bosch O17,47,89,-,Sufyan van Daalen,10,37,73,-,-,-,-,-,-,-10,-16,19,-122.0,lateral
Pass,00:53:08:140,Successful,Basic,-,-,High,Sufyan van Daalen,10,Den Bosch O17,41,75,-,Rayaan Lakbibchi,8,48,70,-,-,-,-,-,-,7,-5,9,-35.5,forward
Lost Possession,00:53:11:070,-,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,42,56,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:53:11:880,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,37,48,-,Max,20,46,39,-,-,-,-,-,-,9,-9,13,-45.0,forward
Pass,00:53:14:200,Unsuccessful,Through Ball,-,-,Medium,Max,20,Helmond Sport O17,46,39,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:53:14:850,Unsuccessful,-,-,-,-,Jasper Riemersma,3,Den Bosch O17,55,37,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,00:53:16:210,Won,Ground,-,-,-,Max,20,Helmond Sport O17,55,36,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:53:16:210,Lost,Ground,-,-,-,Jasper Riemersma,3,Den Bosch O17,55,36,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:53:19:130,Successful,Through Ball,Key,-,High,Max,20,Helmond Sport O17,66,37,-,Elvi,9,89,32,-,-,-,-,-,-,23,-5,24,-12.3,forward
Penalty Box Entries,00:53:22:080,-,-,-,-,-,Elvi,9,Helmond Sport O17,88,32,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Shots,00:53:22:120,On Target,In Game,-,No Goal,Medium,Elvi,9,Helmond Sport O17,88,32,Left Foot,-,-,-,-,-,-,-,Top-left,-,-,,,,,
Gk Saves,00:53:22:710,-,High Saves,-,-,-,Kenji Viveen,16,Den Bosch O17,96,45,-,-,-,-,-,-,-,-,-,-,-,,,,,
Gk Distribution,00:53:36:720,Successful,-,-,-,-,Kenji Viveen,16,Den Bosch O17,91,43,-,Jasper Riemersma,3,89,24,-,-,Kick,-,-,-,,,,,
Pass,00:53:40:740,Successful,Basic,-,-,High,Jasper Riemersma,3,Den Bosch O17,79,17,-,Hassan Mustafa,20,70,4,-,-,-,-,-,-,-9,-13,16,-124.7,lateral
Pass,00:53:44:380,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,73,4,-,Jasper Riemersma,3,79,6,-,-,-,-,-,-,6,2,6,18.4,forward
Pass,00:53:46:200,Unsuccessful,Basic,-,-,Medium,Jasper Riemersma,3,Den Bosch O17,77,6,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,00:53:47:790,Won,Air,-,-,-,Wessel,4,Helmond Sport O17,60,19,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:53:47:790,Lost,Air,-,-,-,Sufyan van Daalen,10,Den Bosch O17,60,19,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,00:53:47:830,Successful,-,-,-,-,Wessel,4,Helmond Sport O17,59,17,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:53:47:870,Unsuccessful,Basic,-,-,High,Wessel,4,Helmond Sport O17,60,18,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:53:51:600,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,87,25,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:53:54:640,Successful,Basic,-,-,Medium,Huib Alberts,15,Den Bosch O17,78,7,-,Oscar Li,17,56,6,-,-,-,-,-,-,-22,-1,22,-177.4,backward
Pass,00:53:58:110,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,63,17,-,Hassan Mustafa,20,57,20,-,-,-,-,-,-,-6,3,7,153.4,backward
Off-side,00:54:00:340,-,-,-,-,-,Keyane Ait Bahmad,14,Den Bosch O17,48,52,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:54:13:450,Successful,Basic,-,-,Low,Jorg,3,Helmond Sport O17,34,65,-,Wessel,4,32,36,-,-,-,-,-,-,-2,-29,29,-94.0,lateral
Pass,00:54:16:210,Successful,Basic,-,-,Low,Wessel,4,Helmond Sport O17,32,36,-,Jorg,3,31,64,-,-,-,-,-,-,-1,28,28,92.1,lateral
Pass,00:54:19:420,Unsuccessful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,37,68,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:54:22:400,Successful,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,64,27,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:54:24:320,Unsuccessful,Basic,-,-,Medium,Hassan Mustafa,20,Den Bosch O17,64,39,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:54:24:620,Successful,-,-,-,-,Berk,18,Helmond Sport O17,62,42,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Attacking Third Entry,00:54:27:920,-,-,-,-,-,Berk,18,Helmond Sport O17,72,32,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Shots,00:54:28:330,On Target,In Game,-,No Goal,High,Berk,18,Helmond Sport O17,75,30,Left Foot,-,-,-,-,-,-,-,Top-right,-,-,,,,,
