Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State
Pass,01:49:20:410,Unsuccessful,Throw-in,Regular,-,Low,Tristan Harrevelt,14,AFC O19,71,96,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:49:24:000,Successful,-,-,-,-,Rinse,16,FC Emmen O19,83,66,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:49:24:070,Unsuccessful,Basic,Regular,-,High,Rinse,16,FC Emmen O19,82,64,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:49:25:720,Successful,-,-,-,-,Prio Hamid,3,AFC O19,55,66,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:49:28:570,Successful,Basic,Regular,-,High,Prio Hamid,3,AFC O19,55,46,-,Osa okunbor,9,63,8,-,-,-,-,-,-
Dribbles,01:49:33:870,Unsuccessful,-,-,-,-,Osa okunbor,9,AFC O19,68,10,-,-,-,70,10,-,-,-,-,-,-
Lost Possession,01:49:35:330,-,-,-,-,-,Rinse,16,FC Emmen O19,78,10,-,-,-,-,-,-,-,-,-,-,-
Pass,01:49:35:330,Unsuccessful,Basic,Regular,-,High,Rinse,16,FC Emmen O19,78,10,-,-,-,-,-,-,-,-,-,-,-
Pass,01:49:40:350,Successful,Throw-in,Regular,-,Low,Osa okunbor,9,AFC O19,74,4,-,Jahmani Braham,17,79,10,-,-,-,-,-,-
Foul,01:49:42:600,-,-,-,-,-,Ilias,2,FC Emmen O19,76,5,-,Jahmani Braham,17,-,-,-,-,-,-,-,-
Freekick,01:50:02:270,Unsuccessful,Pass,-,-,-,Tarik Serdar,11,AFC O19,76,8,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,01:50:22:230,Successful,-,-,-,-,Raff,3,FC Emmen O19,94,61,-,Kevin,1,96,46,-,-,Kick,-,-,-
Pass,01:50:25:730,Successful,Through Ball,Key,-,Medium,Kevin,1,FC Emmen O19,96,42,-,Dardan,19,29,57,-,-,-,-,-,-
Attacking Third Entry,01:50:30:300,-,-,-,-,-,Dardan,19,FC Emmen O19,28,57,-,-,-,-,-,-,Center,-,-,-,-
Shots,01:50:32:180,On Target,In Game,-,No Goal,High,Dardan,19,FC Emmen O19,18,60,Left Foot,-,-,-,-,-,-,-,Top-left,-,-
Gk Saves,01:50:32:660,-,High Saves,-,-,-,Storm Huijsman,20,AFC O19,8,56,-,-,-,-,-,-,-,-,-,-,-
Corners,01:50:52:670,Successful,Pass,-,-,-,Daan,21,FC Emmen O19,2,98,-,Huub,8,8,89,-,Right Corner,-,-,-,-
Pass,01:51:03:150,Successful,Basic,Regular,-,High,Huub,8,FC Emmen O19,2,96,-,Ilias,2,5,90,-,-,-,-,-,-
Pass,01:51:04:010,Successful,Basic,Regular,-,High,Ilias,2,FC Emmen O19,5,87,-,Daan,21,7,94,-,-,-,-,-,-
Pass,01:51:05:350,Successful,Cross,Regular,-,High,Daan,21,FC Emmen O19,9,92,-,Remiyan,9,7,40,-,-,-,-,-,-
Penalty Box Entries,01:51:08:010,-,-,-,-,-,Remiyan,9,FC Emmen O19,8,42,-,-,-,-,-,-,Center,-,-,-,-
Pass,01:51:08:110,Unsuccessful,Basic,Regular,-,High,Remiyan,9,FC Emmen O19,8,42,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:51:09:280,Successful,-,-,-,-,Prio Hamid,3,AFC O19,10,65,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:51:10:670,Successful,Basic,Regular,-,Medium,Prio Hamid,3,AFC O19,12,63,-,Tarik Serdar,11,23,46,-,-,-,-,-,-
Pass,01:51:13:710,Successful,Basic,Regular,-,High,Tarik Serdar,11,AFC O19,34,38,-,Osa okunbor,9,60,7,-,-,-,-,-,-
Pass,01:51:18:390,Successful,Basic,Regular,-,Medium,Osa okunbor,9,AFC O19,66,10,-,Jahmani Braham,17,92,10,-,-,-,-,-,-
Attacking Third Entry,01:51:21:950,-,-,-,-,-,Jahmani Braham,17,AFC O19,92,9,-,-,-,-,-,-,Left,-,-,-,-
Dribbles,01:51:25:830,Unsuccessful,-,-,-,-,Jahmani Braham,17,AFC O19,97,19,-,-,-,98,22,-,-,-,-,-,-
Defensive Action,01:51:26:250,Unsuccessful,-,-,-,-,Ilias,2,FC Emmen O19,98,21,-,-,-,-,-,Tackle,-,-,-,-,-
Corners,01:51:45:570,Chance Created,Cross,-,-,-,Jahmani Braham,17,AFC O19,98,4,-,Noach Shenkman,6,93,48,-,Right Corner,-,-,-,-
Shots,01:51:47:410,Off Target,In Game,-,No Goal,High,Noach Shenkman,6,AFC O19,93,47,Header,-,-,-,-,-,-,-,Bottom-right,-,-
Gk Distribution,01:52:03:800,Successful,-,-,-,-,Raff,3,FC Emmen O19,96,61,-,Kevin,1,96,48,-,-,Kick,-,-,-
Pass,01:52:07:270,Successful,Basic,Regular,-,Medium,Kevin,1,FC Emmen O19,93,39,-,Lars,17,44,49,-,-,-,-,-,-
Pass,01:52:10:220,Successful,Basic,Regular,-,High,Lars,17,FC Emmen O19,44,46,-,Dardan,19,30,73,-,-,-,-,-,-
Attacking Third Entry,01:52:12:830,-,-,-,-,-,Dardan,19,FC Emmen O19,28,75,-,-,-,-,-,-,Center,-,-,-,-
Defensive Action,01:52:18:700,Successful,-,-,-,-,Ilyas Kacen,16,AFC O19,10,88,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:52:19:800,Successful,Basic,Regular,-,High,Ilyas Kacen,16,AFC O19,10,87,-,Tristan Harrevelt,14,9,93,-,-,-,-,-,-
Pass,01:52:21:520,Unsuccessful,Basic,Regular,-,High,Tristan Harrevelt,14,AFC O19,10,93,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:52:21:620,Unsuccessful,-,-,-,-,Huub,8,FC Emmen O19,12,94,-,-,-,-,-,Interception,-,-,-,-,-
Game_State,01:52:24:820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2nd Half End
