Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State
Attacking Third Entry,00:36:54:700,-,-,-,-,-,Huub,8,FC Emmen O19,76,72,-,-,-,-,-,-,Center,-,-,-,-
Pass,00:36:59:310,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,90,87,-,Yvarion,11,72,27,-,-,-,-,-,-
Pass,00:37:05:880,Unsuccessful,Basic,-,-,High,Yvarion,11,FC Emmen O19,75,25,-,-,-,-,-,-,-,-,-,-,-
Foul,00:37:06:260,-,-,-,-,-,Jahmani Braham,17,AFC O19,79,26,-,Huub,8,-,-,-,-,-,-,-,-
Freekick,00:37:54:330,On Target,Shot,-,-,-,D' Angelo,12,FC Emmen O19,80,25,-,-,-,-,-,-,-,-,-,-,-
Shots,00:37:54:370,On Target,After Free Kick,-,No Goal,Low,D' Angelo,12,FC Emmen O19,80,25,Right Foot,-,-,-,-,-,-,-,Top-left,-,-
Gk Saves,00:37:55:240,-,High Saves,-,-,-,Storm Huijsman,20,AFC O19,98,48,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,00:38:09:720,Successful,-,-,-,-,Storm Huijsman,20,AFC O19,95,48,-,Dax Keller,4,94,83,-,-,Kick,-,-,-
Pass,00:38:13:450,Unsuccessful,Basic,-,-,High,Dax Keller,4,AFC O19,95,83,-,-,-,-,-,-,-,-,-,-,-
Duel,00:38:16:170,Won,Air,-,-,-,Emmanuel,15,FC Emmen O19,53,45,-,-,-,-,-,-,-,-,-,-,-
Duel,00:38:16:210,Lost,Air,-,-,-,Jahmani Braham,17,AFC O19,53,45,-,-,-,-,-,-,-,-,-,-,-
Pass,00:38:16:250,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,53,45,-,Huub,8,56,44,-,-,-,-,-,-
Pass,00:38:17:230,Unsuccessful,Basic,-,-,Medium,Huub,8,FC Emmen O19,55,44,-,-,-,-,-,-,-,-,-,-,-
Pass,00:38:18:080,Successful,Basic,-,-,Medium,Nicolai de Kort,15,AFC O19,64,48,-,Jahmani Braham,17,71,37,-,-,-,-,-,-
Pass,00:38:20:400,Successful,Basic,-,-,Medium,Jahmani Braham,17,AFC O19,69,54,-,Rody Schouren,19,71,87,-,-,-,-,-,-
Pass,00:38:25:450,Successful,Basic,-,-,Medium,Rody Schouren,19,AFC O19,72,87,-,Dax Keller,4,72,62,-,-,-,-,-,-
Pass,00:38:28:060,Unsuccessful,Basic,-,-,High,Dax Keller,4,AFC O19,69,60,-,-,-,-,-,-,-,-,-,-,-
Pass,00:38:33:850,Successful,Throw-in,-,-,Low,Enzo,5,FC Emmen O19,40,4,-,Yvarion,11,60,14,-,-,-,-,-,-
Pass,00:38:38:840,Successful,Basic,-,-,Medium,Yvarion,11,FC Emmen O19,54,42,-,Emmanuel,15,46,46,-,-,-,-,-,-
Pass,00:38:43:650,Unsuccessful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,53,56,-,-,-,-,-,-,-,-,-,-,-
Pass,00:39:06:300,Unsuccessful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,87,96,-,-,-,-,-,-,-,-,-,-,-
Pass,00:39:07:920,Unsuccessful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,71,93,-,-,-,-,-,-,-,-,-,-,-
Pass,00:39:09:520,Successful,Basic,-,-,High,Diaz Baars,5,AFC O19,78,94,-,Milan Engelander,10,74,86,-,-,-,-,-,-
Pass,00:39:09:870,Successful,Basic,-,-,Medium,Milan Engelander,10,AFC O19,74,87,-,Jahmani Braham,17,72,77,-,-,-,-,-,-
Pass,00:39:11:250,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,72,83,-,Milan Engelander,10,76,79,-,-,-,-,-,-
Pass,00:39:12:150,Unsuccessful,Basic,-,-,High,Milan Engelander,10,AFC O19,76,80,-,-,-,-,-,-,-,-,-,-,-
Attacking Third Entry,00:39:16:620,-,-,-,-,-,Huub,8,FC Emmen O19,70,33,-,-,-,-,-,-,Center,-,-,-,-
Foul,00:39:19:840,-,-,-,-,-,Diaz Baars,5,AFC O19,74,24,-,Huub,8,-,-,-,-,-,-,-,-
Freekick,00:39:49:210,Unsuccessful,Pass,-,-,-,D' Angelo,12,FC Emmen O19,75,23,-,-,-,-,-,-,-,-,-,-,-
Pass,00:39:49:250,Unsuccessful,Cross,-,-,Low,D' Angelo,12,FC Emmen O19,75,23,-,-,-,-,-,-,-,-,-,-,-
Pass,00:40:04:560,Successful,Basic,-,-,Low,Dax Keller,4,AFC O19,95,62,-,Prio Hamid,3,95,38,-,-,-,-,-,-
Pass,00:40:09:010,Successful,Basic,-,-,Medium,Prio Hamid,3,AFC O19,87,20,-,Jahmani Braham,17,53,32,-,-,-,-,-,-
Pass,00:40:12:280,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,46,23,-,Mohamed el Khallare,7,42,9,-,-,-,-,-,-
Attacking Third Entry,00:40:17:060,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,30,7,-,-,-,-,-,-,Right,-,-,-,-
Pass,00:40:18:460,Successful,Basic,-,-,Medium,Mohamed el Khallare,7,AFC O19,30,8,-,Milan Engelander,10,25,63,-,-,-,-,-,-
Pass,00:40:22:520,Unsuccessful,Basic,-,-,High,Milan Engelander,10,AFC O19,25,57,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:40:23:680,Successful,-,-,-,-,Emmanuel,15,FC Emmen O19,19,51,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:40:24:560,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,22,50,-,D' Angelo,12,23,59,-,-,-,-,-,-
Pass,00:40:27:100,Successful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,32,63,-,Yvarion,11,70,11,-,-,-,-,-,-
Attacking Third Entry,00:40:31:350,-,-,-,-,-,Yvarion,11,FC Emmen O19,70,9,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:40:33:220,Unsuccessful,Cross,-,-,Low,Yvarion,11,FC Emmen O19,81,15,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:40:34:410,Successful,-,-,-,-,Dax Keller,4,AFC O19,90,44,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:40:34:560,Successful,Basic,-,-,Medium,Dax Keller,4,AFC O19,90,44,-,Milan Engelander,10,78,51,-,-,-,-,-,-
Duel,00:40:36:420,Won,Ground,-,-,-,Milan Engelander,10,AFC O19,78,51,-,-,-,-,-,-,-,-,-,-,-
Duel,00:40:36:460,Lost,Ground,-,-,-,Emmanuel,15,FC Emmen O19,78,51,-,-,-,-,-,-,-,-,-,-,-
Pass,00:40:36:500,Successful,Basic,-,-,High,Milan Engelander,10,AFC O19,77,51,-,Prio Hamid,3,89,22,-,-,-,-,-,-
Pass,00:40:37:650,Unsuccessful,Basic,-,-,High,Prio Hamid,3,AFC O19,89,25,-,-,-,-,-,-,-,-,-,-,-
Pass,00:42:13:860,Successful,Throw-in,-,-,Low,Enzo,5,FC Emmen O19,50,3,-,Yvarion,11,58,6,-,-,-,-,-,-
Pass,00:42:15:420,Unsuccessful,Basic,-,-,High,Yvarion,11,FC Emmen O19,59,7,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:42:16:220,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,56,18,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:42:16:720,Unsuccessful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,56,18,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:42:17:800,Successful,-,-,-,-,Yvarion,11,FC Emmen O19,65,14,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:42:19:050,Successful,Basic,-,-,High,Yvarion,11,FC Emmen O19,65,25,-,Amine,6,62,36,-,-,-,-,-,-
Pass,00:42:20:610,Successful,Basic,-,-,Medium,Amine,6,FC Emmen O19,62,39,-,Ilias,2,61,59,-,-,-,-,-,-
Attacking Third Entry,00:42:24:280,-,-,-,-,-,Ilias,2,FC Emmen O19,72,65,-,-,-,-,-,-,Center,-,-,-,-
Pass,00:42:27:850,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,79,70,-,D' Angelo,12,71,54,-,-,-,-,-,-
Pass,00:42:29:470,Successful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,72,55,-,David,4,58,69,-,-,-,-,-,-
Pass,00:42:36:170,Unsuccessful,Basic,-,-,Medium,David,4,FC Emmen O19,68,61,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:42:36:700,Successful,-,-,-,-,Diaz Baars,5,AFC O19,79,66,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:42:49:090,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,65,95,-,Emmanuel,15,63,80,-,-,-,-,-,-
Defensive Action,00:42:50:300,Unsuccessful,-,-,-,-,Milan Engelander,10,AFC O19,64,85,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:42:59:280,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,73,95,-,Remiyan,9,74,71,-,-,-,-,-,-
Pass,00:43:00:970,Unsuccessful,Basic,-,-,High,Jahmani Braham,17,AFC O19,74,63,-,-,-,-,-,-,-,-,-,-,-
Dribbles,00:43:01:020,Unsuccessful,-,-,-,-,Jahmani Braham,17,AFC O19,74,68,-,-,-,74,65,-,-,-,-,-,-
Pass,00:43:22:300,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,68,64,-,Huub,8,58,45,-,-,-,-,-,-
Pass,00:43:24:930,Successful,Basic,-,-,Medium,Huub,8,FC Emmen O19,60,43,-,Enzo,5,60,7,-,-,-,-,-,-
Pass,00:43:27:690,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,60,7,-,Yvarion,11,71,4,-,-,-,-,-,-
Attacking Third Entry,00:43:30:530,-,-,-,-,-,Yvarion,11,FC Emmen O19,70,7,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:43:31:320,Successful,Basic,-,-,High,Yvarion,11,FC Emmen O19,56,11,-,Enzo,5,37,10,-,-,-,-,-,-
Pass,00:43:33:990,Successful,Basic,-,-,Medium,Enzo,5,FC Emmen O19,56,14,-,Huub,8,57,24,-,-,-,-,-,-
Pass,00:43:34:500,Successful,Basic,-,-,Medium,Huub,8,FC Emmen O19,57,23,-,Raff,3,46,17,-,-,-,-,-,-
Pass,00:43:37:720,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,45,26,-,David,4,44,61,-,-,-,-,-,-
Pass,00:43:42:000,Unsuccessful,Cross,-,-,Medium,David,4,FC Emmen O19,46,57,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:43:44:500,Successful,-,-,-,-,Storm Huijsman,20,AFC O19,85,46,-,-,-,-,-,Interception,-,-,-,-,-
Gk Distribution,00:43:46:510,Successful,-,-,-,-,Storm Huijsman,20,AFC O19,85,49,-,Diaz Baars,5,80,62,-,-,Throw,-,-,-
Pass,00:43:50:430,Successful,Basic,-,-,Medium,Diaz Baars,5,AFC O19,73,70,-,Milan Engelander,10,20,76,-,-,-,-,-,-
Duel,00:43:53:990,Won,Ground,-,-,-,Milan Engelander,10,AFC O19,20,75,-,-,-,-,-,-,-,-,-,-,-
Attacking Third Entry,00:43:54:030,-,-,-,-,-,Milan Engelander,10,AFC O19,20,76,-,-,-,-,-,-,Left,-,-,-,-
Duel,00:43:54:030,Lost,Ground,-,-,-,Ilias,2,FC Emmen O19,20,76,-,-,-,-,-,-,-,-,-,-,-
Pass,00:43:54:070,Unsuccessful,Cross,-,-,High,Milan Engelander,10,AFC O19,20,75,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,00:44:05:990,Successful,-,-,-,-,Kevin,1,FC Emmen O19,8,55,-,Raff,3,8,31,-,-,Throw,-,-,-
Pass,00:44:08:860,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,9,34,-,Kevin,1,5,55,-,-,-,-,-,-
Pass,00:44:12:010,Unsuccessful,Basic,-,-,Medium,Kevin,1,FC Emmen O19,8,60,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:44:13:790,Successful,-,-,-,-,Diaz Baars,5,AFC O19,26,82,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:44:25:340,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,29,96,-,D' Angelo,12,49,82,-,-,-,-,-,-
Defensive Action,00:44:28:670,Unsuccessful,-,-,-,-,Noach Shenkman,6,AFC O19,41,71,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:44:29:610,Unsuccessful,Basic,-,-,High,Ilias,2,FC Emmen O19,34,82,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:44:29:760,Successful,-,-,-,-,Noach Shenkman,6,AFC O19,36,81,-,-,-,-,-,Interception,-,-,-,-,-
Defensive Action,00:44:32:220,Unsuccessful,-,-,-,-,Ilias,2,FC Emmen O19,33,95,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:44:44:390,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,34,97,-,Milan Engelander,10,26,86,-,-,-,-,-,-
Attacking Third Entry,00:44:45:510,-,-,-,-,-,Milan Engelander,10,AFC O19,26,86,-,-,-,-,-,-,Left,-,-,-,-
Defensive Action,00:44:48:330,Successful,-,-,-,-,Huub,8,FC Emmen O19,23,68,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:44:50:290,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,26,67,-,D' Angelo,12,26,94,-,-,-,-,-,-
Pass,00:44:56:500,Successful,Basic,-,-,Medium,D' Angelo,12,FC Emmen O19,28,70,-,Ilias,2,23,81,-,-,-,-,-,-
Pass,00:44:59:320,Successful,Basic,-,-,Low,Ilias,2,FC Emmen O19,25,75,-,Emmanuel,15,32,70,-,-,-,-,-,-
Pass,00:45:01:380,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,26,73,-,Emmanuel,15,24,95,-,-,-,-,-,-
Pass,00:45:01:390,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,26,77,-,D' Angelo,12,26,95,-,-,-,-,-,-
Defensive Action,00:45:02:850,Unsuccessful,-,-,-,-,Rody Schouren,19,AFC O19,26,95,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:45:15:090,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,27,96,-,Huub,8,28,82,-,-,-,-,-,-
Pass,00:45:17:010,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,27,84,-,Raff,3,25,51,-,-,-,-,-,-
Pass,00:45:20:170,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,28,49,-,Emmanuel,15,46,46,-,-,-,-,-,-
Pass,00:45:23:530,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,54,35,-,Enzo,5,63,3,-,-,-,-,-,-
Pass,00:45:26:900,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,69,4,-,D' Angelo,12,90,87,-,-,-,-,-,-
Attacking Third Entry,00:45:30:730,-,-,-,-,-,D' Angelo,12,FC Emmen O19,90,87,-,-,-,-,-,-,Right,-,-,-,-
Penalty Box Entries,00:45:32:950,-,-,-,-,-,D' Angelo,12,FC Emmen O19,94,79,-,-,-,-,-,-,Right,-,-,-,-
Foul,00:45:35:740,-,-,-,-,-,Dax Keller,4,AFC O19,95,72,-,D' Angelo,12,-,-,-,-,-,-,-,-
Booking,00:45:42:770,-,-,-,-,-,Dax Keller,4,AFC O19,95,72,-,-,-,-,-,-,-,-,-,Yellow Card,-
Shots,00:46:55:570,On Target,After Penalty,-,Goal,Low,Remiyan,9,FC Emmen O19,90,49,Right Foot,-,-,-,-,-,-,-,Top-left,-,-
Goal,00:46:55:610,Goal,Penalty Goal,-,-,-,Remiyan,9,FC Emmen O19,90,50,-,Storm Huijsman,20,98,50,-,-,-,Top-left,-,-
Pass,00:47:37:100,Successful,Basic,-,-,Low,Jahmani Braham,17,AFC O19,50,50,-,Prio Hamid,3,71,24,-,-,-,-,-,-
Pass,00:47:39:550,Successful,Basic,-,-,Low,Prio Hamid,3,AFC O19,72,24,-,Dax Keller,4,77,37,-,-,-,-,-,-
Game_State,00:47:42:260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1st Half End
Substitute,01:04:23:210,-,Tactical,-,-,-,Emmanuel,15,FC Emmen O19,55,98,-,Rinse,16,-,-,-,-,-,-,-,-
Game_State,01:04:48:250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2nd Half Start
Pass,01:04:49:750,Successful,Basic,-,-,Low,Remiyan,9,FC Emmen O19,50,50,-,Huub,8,64,54,-,-,-,-,-,-
Pass,01:04:52:100,Successful,Basic,-,-,Medium,Huub,8,FC Emmen O19,66,55,-,Raff,3,74,54,-,-,-,-,-,-
Pass,01:04:56:580,Successful,Basic,-,-,Medium,Huub,8,FC Emmen O19,68,53,-,Kevin,1,89,46,-,-,-,-,-,-
Pass,01:05:01:420,Unsuccessful,Basic,-,-,Medium,Kevin,1,FC Emmen O19,88,41,-,-,-,-,-,-,-,-,-,-,-
Duel,01:05:04:450,Won,Air,-,-,-,Pharell Dankwa,2,AFC O19,35,64,-,-,-,-,-,-,-,-,-,-,-
Duel,01:05:04:450,Lost,Air,-,-,-,Remiyan,9,FC Emmen O19,35,64,-,-,-,-,-,-,-,-,-,-,-
Pass,01:05:04:570,Successful,Basic,-,-,High,Pharell Dankwa,2,AFC O19,35,64,-,Dax Keller,4,24,23,-,-,-,-,-,-
Pass,01:05:11:080,Successful,Basic,-,-,High,Dax Keller,4,AFC O19,28,25,-,Jahmani Braham,17,55,41,-,-,-,-,-,-
Attacking Third Entry,01:05:12:710,-,-,-,-,-,Jahmani Braham,17,AFC O19,55,42,-,-,-,-,-,-,Center,-,-,-,-
Pass,01:05:14:860,Successful,Basic,-,-,Medium,Jahmani Braham,17,AFC O19,55,54,-,Mohamed el Khallare,7,79,86,-,-,-,-,-,-
Defensive Action,01:05:22:880,Successful,-,-,-,-,Huub,8,FC Emmen O19,83,67,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:05:24:190,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,82,65,-,Yvarion,11,71,81,-,-,-,-,-,-
Defensive Action,01:05:29:490,Unsuccessful,-,-,-,-,Noach Shenkman,6,AFC O19,53,93,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:05:34:380,Successful,Throw-in,-,-,Low,Enzo,5,FC Emmen O19,69,97,-,Huub,8,78,83,-,-,-,-,-,-
Pass,01:05:43:440,Successful,Basic,-,-,Medium,Huub,8,FC Emmen O19,65,73,-,Yvarion,11,8,92,-,-,-,-,-,-
Attacking Third Entry,01:05:49:140,-,-,-,-,-,Yvarion,11,FC Emmen O19,8,92,-,-,-,-,-,-,Left,-,-,-,-
Pass,01:05:56:510,Successful,Basic,-,-,High,Yvarion,11,FC Emmen O19,7,94,-,Enzo,5,18,93,-,-,-,-,-,-
Pass,01:05:59:830,Successful,Basic,-,-,Medium,Enzo,5,FC Emmen O19,16,83,-,Amine,6,20,69,-,-,-,-,-,-
Pass,01:06:02:710,Successful,Basic,-,-,High,Amine,6,FC Emmen O19,17,71,-,Yvarion,11,11,92,-,-,-,-,-,-
Pass,01:06:05:850,Unsuccessful,Cross,-,-,Medium,Yvarion,11,FC Emmen O19,9,93,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:06:08:020,Successful,-,-,-,-,Storm Huijsman,20,AFC O19,4,50,-,-,-,-,-,Interception,-,-,-,-,-
Gk Distribution,01:06:27:210,Unsuccessful,-,-,-,-,Storm Huijsman,20,AFC O19,8,64,-,-,-,-,-,-,-,Kick,-,-,-
Pass,01:07:11:250,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,91,96,-,Milan Engelander,10,76,76,-,-,-,-,-,-
Pass,01:07:11:350,Unsuccessful,Basic,-,-,High,Milan Engelander,10,AFC O19,76,73,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:07:12:120,Successful,-,-,-,-,Raff,3,FC Emmen O19,81,71,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:07:12:280,Unsuccessful,Basic,-,-,High,Raff,3,FC Emmen O19,80,70,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:07:17:800,Successful,-,-,-,-,Dax Keller,4,AFC O19,34,93,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:07:20:650,Unsuccessful,Basic,-,-,Low,Dax Keller,4,AFC O19,30,79,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:07:23:170,Successful,-,-,-,-,Raff,3,FC Emmen O19,73,68,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:07:23:270,Unsuccessful,Basic,-,-,Medium,Raff,3,FC Emmen O19,74,70,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:07:24:250,Successful,-,-,-,-,Noach Shenkman,6,AFC O19,63,74,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:07:25:080,Unsuccessful,Basic,-,-,High,Noach Shenkman,6,AFC O19,64,76,-,-,-,-,-,-,-,-,-,-,-
Foul,01:07:26:300,-,-,-,-,-,Amine,6,FC Emmen O19,73,85,-,Pharell Dankwa,2,-,-,-,-,-,-,-,-
Freekick,01:07:47:620,Successful,Pass,-,-,-,Jahmani Braham,17,AFC O19,76,90,-,Dax Keller,4,90,56,-,-,-,-,-,-
Duel,01:07:48:860,Won,Ground,-,-,-,Dax Keller,4,AFC O19,91,57,-,-,-,-,-,-,-,-,-,-,-
Duel,01:07:48:860,Lost,Ground,-,-,-,Raff,3,FC Emmen O19,91,57,-,-,-,-,-,-,-,-,-,-,-
Penalty Box Entries,01:07:48:900,-,-,-,-,-,Dax Keller,4,AFC O19,90,57,-,-,-,-,-,-,Center,-,-,-,-
Shots,01:07:48:940,On Target,In Game,-,No Goal,High,Dax Keller,4,AFC O19,90,57,Left Foot,-,-,-,-,-,-,-,Bottom-right,-,-
Gk Saves,01:07:50:160,-,Low Saves,-,-,-,Kevin,1,FC Emmen O19,96,54,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,01:07:56:450,Successful,-,-,-,-,Kevin,1,FC Emmen O19,95,49,-,David,4,92,33,-,-,Throw,-,-,-
Pass,01:08:00:120,Unsuccessful,Basic,-,-,Medium,David,4,FC Emmen O19,88,32,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:08:01:920,Unsuccessful,-,-,-,-,Prio Hamid,3,AFC O19,61,46,-,-,-,-,-,Interception,-,-,-,-,-
Defensive Action,01:08:03:280,Successful,-,-,-,-,Amine,6,FC Emmen O19,62,44,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:08:03:420,Successful,Basic,-,-,Medium,Amine,6,FC Emmen O19,62,44,-,D' Angelo,12,61,32,-,-,-,-,-,-
Defensive Action,01:08:05:090,Unsuccessful,-,-,-,-,Diaz Baars,5,AFC O19,57,31,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:08:07:290,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,52,30,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:08:10:580,Successful,-,-,-,-,Diaz Baars,5,AFC O19,20,15,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:08:10:670,Successful,Basic,-,-,High,Diaz Baars,5,AFC O19,20,14,-,Storm Huijsman,20,5,30,-,-,-,-,-,-
Pass,01:08:12:730,Unsuccessful,Basic,-,-,Medium,Storm Huijsman,20,AFC O19,5,30,-,-,-,-,-,-,-,-,-,-,-
Pass,01:08:35:149,Successful,Throw-in,-,-,Low,Amine,6,FC Emmen O19,36,4,-,D' Angelo,12,34,11,-,-,-,-,-,-
Defensive Action,01:08:37:300,Successful,-,-,-,-,Diaz Baars,5,AFC O19,32,15,-,-,-,-,-,Tackle,-,-,-,-,-
Foul,01:08:39:020,-,-,-,-,-,D' Angelo,12,FC Emmen O19,31,25,-,Diaz Baars,5,-,-,-,-,-,-,-,-
Booking,01:08:51:870,-,-,-,-,-,D' Angelo,12,FC Emmen O19,28,22,-,-,-,-,-,-,-,-,-,Yellow Card,-
Booking,01:08:51:910,-,-,-,-,-,Diaz Baars,5,AFC O19,27,22,-,-,-,-,-,-,-,-,-,Yellow Card,-
Freekick,01:09:25:779,Successful,Pass,-,-,-,Dax Keller,4,AFC O19,31,24,-,Nicolai de Kort,15,45,31,-,-,-,-,-,-
Pass,01:09:26:660,Successful,Basic,-,-,Medium,Nicolai de Kort,15,AFC O19,42,27,-,Dax Keller,4,30,19,-,-,-,-,-,-
Pass,01:09:28:399,Unsuccessful,Basic,Regular,-,Medium,Dax Keller,4,AFC O19,28,20,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:09:29:979,Successful,-,-,-,-,Rinse,16,FC Emmen O19,46,28,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:09:30:069,Successful,Basic,Regular,-,High,Rinse,16,FC Emmen O19,46,28,-,Amine,6,41,28,-,-,-,-,-,-
Lost Possession,01:09:30:680,-,-,-,-,-,Amine,6,FC Emmen O19,41,31,-,-,-,-,-,-,-,-,-,-,-
Pass,01:09:32:359,Successful,Basic,Regular,-,High,Noach Shenkman,6,AFC O19,44,39,-,Diaz Baars,5,46,27,-,-,-,-,-,-
Pass,01:09:35:120,Unsuccessful,Basic,Regular,-,Medium,Diaz Baars,5,AFC O19,54,27,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:09:38:520,Successful,-,-,-,-,Kevin,1,FC Emmen O19,90,61,-,-,-,-,-,Interception,-,-,-,-,-
Gk Distribution,01:09:43:149,Successful,-,-,-,-,Kevin,1,FC Emmen O19,94,50,-,Raff,3,93,59,-,-,Throw,-,-,-
Pass,01:09:48:910,Successful,Basic,Regular,-,Medium,Raff,3,FC Emmen O19,85,56,-,David,4,80,14,-,-,-,-,-,-
Pass,01:09:52:420,Successful,Basic,Regular,-,High,David,4,FC Emmen O19,76,13,-,Ilias,2,58,20,-,-,-,-,-,-
Pass,01:09:56:940,Unsuccessful,Basic,Regular,-,High,Ilias,2,FC Emmen O19,63,6,-,-,-,-,-,-,-,-,-,-,-
Pass,01:10:08:490,Unsuccessful,Basic,Regular,-,Medium,Dax Keller,4,AFC O19,31,23,-,-,-,-,-,-,-,-,-,-,-
Duel,01:10:10:240,Won,Ground,-,-,-,Raff,3,FC Emmen O19,61,49,-,-,-,-,-,-,-,-,-,-,-
Duel,01:10:10:240,Lost,Ground,-,-,-,Mohamed el Khallare,7,AFC O19,61,49,-,-,-,-,-,-,-,-,-,-,-
Duel,01:10:10:240,Won,Air,-,-,-,Mohamed el Khallare,7,AFC O19,61,49,-,-,-,-,-,-,-,-,-,-,-
Duel,01:10:10:240,Won,Air,-,-,-,Mohamed el Khallare,7,AFC O19,61,49,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:10:10:250,Successful,-,-,-,-,Raff,3,FC Emmen O19,62,46,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:10:10:350,Unsuccessful,Basic,Regular,-,High,Raff,3,FC Emmen O19,60,45,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:10:13:230,Successful,-,-,-,-,Prio Hamid,3,AFC O19,26,51,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:10:13:340,Successful,Basic,Regular,-,High,Prio Hamid,3,AFC O19,26,52,-,Noach Shenkman,6,39,52,-,-,-,-,-,-
